Romania,0,50,0.00,0.00,64,0
"Russian Federation",0,50,0.00,0.00,64,0
"Saudi Arabia",0,50,0.00,0.00,64,0
Singapore,0,50,0.00,0.00,64,0
"South Africa",0,50,0.00,0.00,64,0
Spain,0,50,0.00,0.00,64,0
Suriname,0,50,0.00,0.00,64,0
Swaziland,0,50,0.00,0.00,64,0
Sweden,0,50,0.00,0.00,64,0
Syria,0,50,0.00,0.00,64,0
Tajikistan,0,50,0.00,0.00,64,0
Tanzania,0,50,0.00,0.00,64,0
Tunisia,0,50,0.00,0.00,64,0
Uganda,0,50,0.00,0.00,64,0
"United Arab Emirates",0,50,0.00,0.00,64,0
"United States",0,50,0.00,0.00,64,0
Uruguay,0,50,0.00,0.00,64,0
Venezuela,0,50,0.00,0.00,64,0
Vietnam,0,50,0.00,0.00,64,0
Yemen,0,50,0.00,0.00,64,0
Zambia,0,50,0.00,0.00,64,0
Zimbabwe,0,50,0.00,0.00,64,0
